,time,temperature,rho,dRho,std_drho
0,0.0,308.0,100.0,2.1492576888544098e-07,0.017903738105428002
1,129.0909090909091,318.75757575757575,99.99999768791976,3.210683576782003e-07,0.017903738105428002
2,258.1818181818182,329.5151515151515,99.99999309216564,6.450470975138956e-07,0.017903738105428002
3,387.27272727272725,340.27272727272725,99.99998380963373,1.3910431126973322e-06,0.017903738105428002
4,516.3636363636364,351.030303030303,99.9999631636623,2.5644258414558863e-06,0.017903738105428002
5,645.4545454545455,361.7878787878788,99.9999286356232,4.112175480130986e-06,0.017903738105428002
6,774.5454545454545,372.5454545454545,99.9998746895838,7.2170000997573425e-06,0.017903738105428002
7,903.6363636363636,383.3030303030303,99.99977336077258,1.2921366859153238e-05,0.017903738105428002
8,1032.7272727272727,394.06060606060606,99.99959668441802,2.138611661806067e-05,0.017903738105428002
9,1161.8181818181818,404.8181818181818,99.99931323523322,3.400153207078205e-05,0.017903738105428002
10,1290.909090909091,415.57575757575756,99.99886513630378,5.322730394219377e-05,0.017903738105428002
11,1420.0,426.3333333333333,99.99816804172416,8.158840406480294e-05,0.017903738105428002
12,1549.090909090909,437.09090909090907,99.99710974942845,0.00012260882228432024,0.017903738105428002
13,1678.1818181818182,447.8484848484849,99.99553009433562,0.00018095458591371738,0.017903738105428002
14,1807.2727272727273,458.6060606060606,99.99321648409516,0.0002628783801501555,0.017903738105428002
15,1936.3636363636365,469.3636363636364,99.98987422615662,0.00037678900313586894,0.017903738105428002
16,2065.4545454545455,480.1212121212121,99.98510981160345,0.0005342965862169535,0.017903738105428002
17,2194.5454545454545,490.8787878787879,99.97837875415014,0.0007521174422988608,0.017903738105428002
18,2323.6363636363635,501.6363636363636,99.9689278908752,0.0010548746448355573,0.017903738105428002
19,2452.727272727273,512.3939393939394,99.95568296633701,0.0014807766137376888,0.017903738105428002
20,2581.818181818182,523.1515151515151,99.93706875767053,0.002090322478700557,0.017903738105428002
21,2710.909090909091,533.9090909090909,99.91070936149224,0.0029799064828779365,0.017903738105428002
22,2840.0,544.6666666666666,99.87295561819043,0.004307699766880724,0.017903738105428002
23,2969.090909090909,555.4242424242424,99.81802854832603,0.006332152614436204,0.017903738105428002
24,3098.181818181818,566.1818181818181,99.73671839527377,0.0094772690620335,0.017903738105428002
25,3227.2727272727275,576.939393939394,99.61412366850654,0.014449905958393572,0.017903738105428002
26,3356.3636363636365,587.6969696969697,99.42582647919923,0.022450293959628276,0.017903738105428002
27,3485.4545454545455,598.4545454545455,99.13110219240544,0.03559051768783483,0.017903738105428002
28,3614.5454545454545,609.2121212121212,98.66009109864278,0.057685613380526135,0.017903738105428002
29,3743.6363636363635,619.969696969697,97.88998748027896,0.0954481883304048,0.017903738105428002
30,3872.727272727273,630.7272727272727,96.60650886486741,0.1584362579448122,0.017903738105428002
31,4001.818181818182,641.4848484848485,94.4812073851027,0.24947200004587788,0.017903738105428002
32,4130.909090909091,652.2424242424242,91.23908098509246,0.33721826452691595,0.017903738105428002
33,4260.0,663.0,87.22590533012968,0.35807476210856004,0.017903738105428002
34,4389.090909090909,673.7575757575758,83.53504822457496,0.29421964310639925,0.017903738105428002
35,4518.181818181818,684.5151515151515,80.89572512996169,0.1997481987348202,0.017903738105428002
36,4647.272727272727,695.2727272727273,79.23743546391671,0.1237940870504386,0.017903738105428002
37,4776.363636363636,706.030303030303,78.23227659039165,0.07524163898839076,0.017903738105428002
38,4905.454545454546,716.7878787878788,77.61860020083316,0.046307510869792345,0.017903738105428002
39,5034.545454545455,727.5454545454545,77.23596347773854,0.02912825602396829,0.017903738105428002
40,5163.636363636364,738.3030303030303,76.99190135910536,0.01873199369119316,0.017903738105428002
41,5292.727272727273,749.060606060606,76.83294179529166,0.012288537304783631,0.017903738105428002
42,5421.818181818182,759.8181818181818,76.72751161709334,0.008202520632553778,0.017903738105428002
43,5550.909090909091,770.5757575757575,76.6564633210761,0.005555374397436363,0.017903738105428002
44,5680.0,781.3333333333333,76.60798689520911,0.0038078018057525753,0.017903738105428002
45,5809.090909090909,792.090909090909,76.57453788828568,0.0026393197724030593,0.017903738105428002
46,5938.181818181818,802.8484848484848,76.55120153040892,0.0018462091093156552,0.017903738105428002
47,6067.272727272727,813.6060606060605,76.53481641957009,0.0013016557442750987,0.017903738105428002
48,6196.363636363636,824.3636363636363,76.52319620985027,0.000925356916040343,0.017903738105428002
49,6325.454545454546,835.1212121212121,76.5149072253159,0.0006605187015802372,0.017903738105428002
50,6454.545454545455,845.8787878787879,76.50898504990717,0.00047547495541166995,0.017903738105428002
51,6583.636363636364,856.6363636363636,76.50467730960855,0.00034465268728567366,0.017903738105428002
52,6712.727272727273,867.3939393939394,76.5015697951201,0.00024910021513413483,0.017903738105428002
53,6841.818181818182,878.1515151515151,76.49931788073748,0.00018161919304260365,0.017903738105428002
54,6970.909090909091,888.9090909090909,76.49766223066374,0.0001329087189416711,0.017903738105428002
55,7100.0,899.6666666666666,76.49645832951177,9.856358086501871e-05,0.017903738105428002
56,7229.090909090909,910.4242424242424,76.49554162028755,7.368197139401289e-05,0.017903738105428002
57,7358.181818181818,921.1818181818181,76.49487305073329,3.8507956702016344e-05,0.017903738105428002
58,7487.272727272727,931.9393939393939,76.49471311576457,7.433597137840309e-06,0.017903738105428002
59,7616.363636363637,942.6969696969697,76.49471311576457,0.0,0.017903738105428002
60,7745.454545454546,953.4545454545455,76.49471311576457,0.0,0.017903738105428002
61,7874.545454545455,964.2121212121212,76.49471311576457,0.0,0.017903738105428002
62,8003.636363636364,974.969696969697,76.49471311576457,0.0,0.017903738105428002
63,8132.727272727273,985.7272727272727,76.49471311576457,0.0,0.017903738105428002
64,8261.818181818182,996.4848484848485,76.49471311576457,0.0,0.017903738105428002
65,8390.909090909092,1007.2424242424242,76.49471311576457,0.0,0.017903738105428002
66,8520.0,1018.0,76.49471311576457,0.0,0.017903738105428002
67,8649.09090909091,1028.7575757575758,76.49471311576457,0.0,0.017903738105428002
68,8778.181818181818,1039.5151515151515,76.49471311576457,0.0,0.017903738105428002
69,8907.272727272728,1050.2727272727273,76.49471311576457,0.0,0.017903738105428002
70,9036.363636363636,1061.030303030303,76.49471311576457,0.0,0.017903738105428002
71,9165.454545454546,1071.7878787878788,76.49471311576457,0.0,0.017903738105428002
72,9294.545454545454,1082.5454545454545,76.49471311576457,0.0,0.017903738105428002
73,9423.636363636364,1093.3030303030303,76.49471311576457,0.0,0.017903738105428002
74,9552.727272727272,1104.060606060606,76.49471311576457,0.0,0.017903738105428002
75,9681.818181818182,1114.8181818181818,76.49471311576457,0.0,0.017903738105428002
76,9810.909090909092,1125.5757575757575,76.49471311576457,0.0,0.017903738105428002
77,9940.0,1136.3333333333333,76.49471311576457,0.0,0.017903738105428002
78,10069.09090909091,1147.090909090909,76.49471311576457,0.0,0.017903738105428002
79,10198.181818181818,1157.8484848484848,76.49471311576457,0.0,0.017903738105428002
80,10327.272727272728,1168.6060606060605,76.49471311576457,0.0,0.017903738105428002
81,10456.363636363636,1179.3636363636363,76.49471311576457,0.0,0.017903738105428002
82,10585.454545454546,1190.121212121212,76.49471311576457,0.0,0.017903738105428002
83,10714.545454545454,1200.8787878787878,76.49471311576457,0.0,0.017903738105428002
84,10843.636363636364,1211.6363636363635,76.49471311576457,0.0,0.017903738105428002
85,10972.727272727272,1222.3939393939393,76.49471311576457,0.0,0.017903738105428002
86,11101.818181818182,1233.151515151515,76.49471311576457,0.0,0.017903738105428002
87,11230.909090909092,1243.909090909091,76.49471311576457,4.440892098500626e-16,0.017903738105428002
88,11360.0,1254.6666666666665,76.49471311576457,-4.440892098500626e-16,0.017903738105428002
89,11489.09090909091,1265.4242424242425,76.49471311576457,4.440892098500626e-16,0.017903738105428002
90,11618.181818181818,1276.181818181818,76.49471311576457,-4.440892098500626e-16,0.017903738105428002
91,11747.272727272728,1286.939393939394,76.49471311576457,4.440892098500626e-16,0.017903738105428002
92,11876.363636363636,1297.6969696969695,76.49471311576457,-4.440892098500626e-16,0.017903738105428002
93,12005.454545454546,1308.4545454545455,76.49471311576457,4.440892098500626e-16,0.017903738105428002
94,12134.545454545454,1319.212121212121,76.49471311576457,-4.440892098500626e-16,0.017903738105428002
95,12263.636363636364,1329.969696969697,76.49471311576457,4.440892098500626e-16,0.017903738105428002
96,12392.727272727272,1340.7272727272725,76.49471311576457,-4.440892098500626e-16,0.017903738105428002
97,12521.818181818182,1351.4848484848485,76.49471311576457,0.0,0.017903738105428002
98,12650.909090909092,1362.2424242424242,76.49471311576457,0.0,0.017903738105428002
99,12780.0,1373.0,76.49471311576457,0.0,0.017903738105428002
